measurement_id,component_id,lot_id,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result
M0004441,PART-017,LOT-04441,parallelism,0,0.1,0,-0.08,1/25/2024 10:28,CMM2,QC003,fail
M0004442,PART-015,LOT-04442,thickness,5,5.05,4.95,5.014,1/31/2024 5:57,CMM1,QC003,pass
M0004443,PART-008,LOT-04443,parallelism,0,0.1,0,0,1/10/2024 23:29,CMM3,QC013,pass
M0004444,PART-027,LOT-04444,thickness,5,5.05,4.95,4.939,1/15/2024 19:26,CMM3,QC005,fail
M0004445,PART-026,LOT-04445,angle,45,46,44,45.393,1/15/2024 21:56,CMM1,QC011,pass
M0004446,PART-001,LOT-04446,flatness,0,0.1,0,-0.046,1/10/2024 1:14,CMM3,QC008,fail
M0004447,PART-018,LOT-04447,parallelism,0,0.1,0,0.017,1/9/2024 21:54,CMM2,QC009,pass
M0004448,PART-016,LOT-04448,bore_diameter,50,50.4,49.6,50.249,1/21/2024 16:36,CMM2,QC004,pass
M0004449,PART-016,LOT-04449,thickness,5,5.05,4.95,5.007,1/14/2024 2:15,CMM2,QC009,pass
M0004450,PART-012,LOT-04450,bore_diameter,50,50.4,49.6,50.037,1/30/2024 17:12,CMM3,QC006,pass
M0004451,PART-006,LOT-04451,flatness,0,0.1,0,0,1/17/2024 22:28,CMM2,QC011,pass
M0004452,PART-022,LOT-04452,length,20,20.2,19.8,19.895,1/28/2024 8:38,CMM2,QC016,pass
M0004453,PART-025,LOT-04453,angle,45,46,44,45.452,1/9/2024 9:15,CMM2,QC009,pass
M0004454,PART-027,LOT-04454,angle,45,46,44,44.796,1/20/2024 14:55,CMM1,QC008,pass
M0004455,PART-024,LOT-04455,thickness,5,5.05,4.95,5.008,1/12/2024 7:23,CMM3,QC008,pass
M0004456,PART-019,LOT-04456,parallelism,0,0.1,0,-0.052,1/22/2024 0:16,CMM2,QC008,fail
M0004457,PART-021,LOT-04457,flatness,0,0.1,0,-0.039,1/13/2024 6:51,CMM1,QC006,fail
M0004458,PART-045,LOT-04458,bore_diameter,50,50.4,49.6,50.191,1/20/2024 5:20,CMM2,QC002,pass
M0004459,PART-010,LOT-04459,angle,45,46,44,44.884,1/14/2024 20:21,CMM2,QC013,pass
M0004460,PART-007,LOT-04460,angle,45,46,44,45.484,1/18/2024 7:00,CMM3,QC007,pass
M0004461,PART-042,LOT-04461,bore_diameter,50,50.4,49.6,49.99,1/21/2024 11:56,CMM3,QC015,pass
M0004462,PART-043,LOT-04462,flatness,0,0.1,0,-0.061,1/15/2024 15:03,CMM1,QC015,fail
M0004463,PART-016,LOT-04463,bore_diameter,50,50.4,49.6,50.119,1/27/2024 22:03,CMM3,QC018,pass
M0004464,PART-010,LOT-04464,angle,45,46,44,44.803,1/14/2024 20:20,CMM3,QC015,pass
M0004465,PART-039,LOT-04465,outer_diameter,100,100.5,99.5,100.116,1/26/2024 18:47,CMM3,QC017,pass
M0004466,PART-015,LOT-04466,width,10,10.1,9.9,10.001,1/25/2024 11:14,CMM2,QC008,pass
M0004467,PART-045,LOT-04467,bore_diameter,50,50.4,49.6,49.794,1/23/2024 13:31,CMM3,QC015,pass
M0004468,PART-014,LOT-04468,width,10,10.1,9.9,10.005,1/23/2024 8:43,CMM2,QC006,pass
M0004469,PART-050,LOT-04469,thickness,5,5.05,4.95,5.037,1/2/2024 19:26,CMM2,QC018,pass
M0004470,PART-031,LOT-04470,bore_diameter,50,50.4,49.6,50.066,1/27/2024 7:59,CMM3,QC017,pass
M0004471,PART-018,LOT-04471,flatness,0,0.1,0,-0.002,1/28/2024 18:47,CMM3,QC018,fail
M0004472,PART-026,LOT-04472,bore_diameter,50,50.4,49.6,50.143,1/11/2024 2:35,CMM2,QC007,pass
M0004473,PART-021,LOT-04473,thickness,5,5.05,4.95,5.004,1/30/2024 16:43,CMM2,QC006,pass
M0004474,PART-041,LOT-04474,thickness,5,5.05,4.95,5.003,1/9/2024 16:37,CMM1,QC004,pass
M0004475,PART-013,LOT-04475,angle,45,46,44,44.636,1/29/2024 10:00,CMM1,QC016,pass
M0004476,PART-038,LOT-04476,outer_diameter,100,100.5,99.5,100.039,1/30/2024 18:47,CMM1,QC013,pass
M0004477,PART-037,LOT-04477,length,20,20.2,19.8,20.069,1/14/2024 5:27,CMM1,QC013,pass
M0004478,PART-027,LOT-04478,parallelism,0,0.1,0,-0.028,1/19/2024 1:37,CMM3,QC017,fail
M0004479,PART-027,LOT-04479,parallelism,0,0.1,0,0.047,1/22/2024 7:09,CMM1,QC007,pass
M0004480,PART-015,LOT-04480,outer_diameter,100,100.5,99.5,99.985,1/11/2024 5:36,CMM2,QC014,pass
M0004481,PART-025,LOT-04481,flatness,0,0.1,0,-0.03,1/7/2024 18:20,CMM1,QC014,fail
M0004482,PART-026,LOT-04482,length,20,20.2,19.8,20.067,1/14/2024 0:40,CMM3,QC013,pass
M0004483,PART-049,LOT-04483,flatness,0,0.1,0,-0.01,1/5/2024 17:48,CMM1,QC003,fail
M0004484,PART-014,LOT-04484,length,20,20.2,19.8,20.051,1/23/2024 21:10,CMM3,QC006,pass
M0004485,PART-044,LOT-04485,length,20,20.2,19.8,19.981,1/14/2024 11:52,CMM3,QC018,pass
M0004486,PART-035,LOT-04486,flatness,0,0.1,0,-0.002,1/14/2024 20:46,CMM2,QC004,fail
M0004487,PART-014,LOT-04487,flatness,0,0.1,0,0.016,1/2/2024 22:10,CMM3,QC009,pass
M0004488,PART-001,LOT-04488,angle,45,46,44,45.097,1/14/2024 6:01,CMM2,QC015,pass
M0004489,PART-002,LOT-04489,angle,45,46,44,44.335,1/3/2024 15:56,CMM2,QC005,pass
M0004490,PART-003,LOT-04490,bore_diameter,50,50.4,49.6,49.851,1/7/2024 21:24,CMM3,QC007,pass
M0004491,PART-026,LOT-04491,thickness,5,5.05,4.95,5.015,1/26/2024 8:30,CMM2,QC008,pass
M0004492,PART-019,LOT-04492,thickness,5,5.05,4.95,4.998,1/7/2024 21:42,CMM2,QC016,pass
M0004493,PART-022,LOT-04493,outer_diameter,100,100.5,99.5,99.913,1/15/2024 16:15,CMM2,QC017,pass
M0004494,PART-013,LOT-04494,length,20,20.2,19.8,19.909,1/4/2024 13:34,CMM3,QC004,pass
M0004495,PART-043,LOT-04495,angle,45,46,44,44.64,1/5/2024 14:02,CMM3,QC001,pass
M0004496,PART-025,LOT-04496,parallelism,0,0.1,0,-0.067,1/4/2024 19:10,CMM2,QC016,fail
M0004497,PART-006,LOT-04497,flatness,0,0.1,0,-0.003,1/25/2024 3:13,CMM1,QC004,fail
M0004498,PART-044,LOT-04498,width,10,10.1,9.9,9.98,1/16/2024 2:59,CMM2,QC011,pass
M0004499,PART-043,LOT-04499,width,10,10.1,9.9,9.968,1/1/2024 16:42,CMM2,QC010,pass
M0004500,PART-006,LOT-04500,length,20,20.2,19.8,19.995,1/6/2024 10:13,CMM1,QC012,pass
M0004501,PART-009,LOT-04501,width,10,10.1,9.9,10.012,1/25/2024 0:17,CMM3,QC006,pass
M0004502,PART-028,LOT-04502,outer_diameter,100,100.5,99.5,100.738,1/24/2024 12:23,CMM2,QC015,fail
M0004503,PART-028,LOT-04503,angle,45,46,44,45.698,1/11/2024 2:49,CMM1,QC010,pass
M0004504,PART-006,LOT-04504,angle,45,46,44,44.496,1/4/2024 16:58,CMM2,QC016,pass
M0004505,PART-043,LOT-04505,bore_diameter,50,50.4,49.6,50.155,1/20/2024 1:54,CMM2,QC001,pass
M0004506,PART-010,LOT-04506,angle,45,46,44,45.324,1/8/2024 3:56,CMM3,QC005,pass
M0004507,PART-006,LOT-04507,angle,45,46,44,44.74,1/16/2024 17:28,CMM1,QC003,pass
M0004508,PART-028,LOT-04508,thickness,5,5.05,4.95,5.003,1/9/2024 23:39,CMM2,QC010,pass
M0004509,PART-023,LOT-04509,angle,45,46,44,44.847,1/16/2024 20:14,CMM2,QC016,pass
M0004510,PART-020,LOT-04510,width,10,10.1,9.9,10.006,1/5/2024 12:58,CMM1,QC014,pass
M0004511,PART-047,LOT-04511,thickness,5,5.05,4.95,5.025,1/4/2024 18:00,CMM3,QC010,pass
M0004512,PART-040,LOT-04512,outer_diameter,100,100.5,99.5,100.739,1/15/2024 13:22,CMM1,QC014,fail
M0004513,PART-019,LOT-04513,parallelism,0,0.1,0,0.02,1/25/2024 13:26,CMM1,QC001,pass
M0004514,PART-007,LOT-04514,flatness,0,0.1,0,0.017,1/27/2024 22:21,CMM2,QC005,pass
M0004515,PART-043,LOT-04515,thickness,5,5.05,4.95,4.993,1/20/2024 21:58,CMM1,QC003,pass
M0004516,PART-010,LOT-04516,outer_diameter,100,100.5,99.5,99.753,1/9/2024 20:13,CMM2,QC015,pass
M0004517,PART-009,LOT-04517,thickness,5,5.05,4.95,4.997,2/1/2024 10:41,CMM3,QC011,pass
M0004518,PART-001,LOT-04518,bore_diameter,50,50.4,49.6,50.161,1/24/2024 10:22,CMM2,QC018,pass
M0004519,PART-042,LOT-04519,length,20,20.2,19.8,19.898,1/15/2024 0:46,CMM3,QC007,pass
M0004520,PART-027,LOT-04520,parallelism,0,0.1,0,-0.035,1/9/2024 11:38,CMM1,QC005,fail
M0004521,PART-007,LOT-04521,bore_diameter,50,50.4,49.6,50.017,1/1/2024 14:37,CMM3,QC019,pass
M0004522,PART-044,LOT-04522,width,10,10.1,9.9,9.967,1/14/2024 23:02,CMM1,QC004,pass
M0004523,PART-001,LOT-04523,angle,45,46,44,44.736,1/24/2024 5:14,CMM3,QC012,pass
M0004524,PART-008,LOT-04524,angle,45,46,44,44.859,1/18/2024 6:34,CMM2,QC003,pass
M0004525,PART-010,LOT-04525,flatness,0,0.1,0,-0.046,1/11/2024 5:40,CMM1,QC013,fail
M0004526,PART-018,LOT-04526,bore_diameter,50,50.4,49.6,49.87,1/22/2024 12:30,CMM2,QC001,pass
M0004527,PART-039,LOT-04527,bore_diameter,50,50.4,49.6,50.094,1/28/2024 17:35,CMM3,QC009,pass
M0004528,PART-003,LOT-04528,flatness,0,0.1,0,-0.044,1/26/2024 10:22,CMM3,QC007,fail
M0004529,PART-007,LOT-04529,outer_diameter,100,100.5,99.5,99.734,1/6/2024 23:06,CMM1,QC008,pass
M0004530,PART-050,LOT-04530,flatness,0,0.1,0,0.12,1/15/2024 18:25,CMM1,QC004,fail
M0004531,PART-011,LOT-04531,outer_diameter,100,100.5,99.5,99.895,1/31/2024 4:28,CMM2,QC019,pass
M0004532,PART-028,LOT-04532,angle,45,46,44,45.244,1/16/2024 2:57,CMM3,QC020,pass
M0004533,PART-039,LOT-04533,length,20,20.2,19.8,19.987,1/24/2024 3:12,CMM3,QC016,pass
M0004534,PART-002,LOT-04534,outer_diameter,100,100.5,99.5,99.923,1/5/2024 22:30,CMM3,QC002,pass
M0004535,PART-046,LOT-04535,outer_diameter,100,100.5,99.5,100.007,1/16/2024 17:49,CMM1,QC016,pass
M0004536,PART-049,LOT-04536,flatness,0,0.1,0,-0.058,1/8/2024 13:53,CMM3,QC005,fail
M0004537,PART-017,LOT-04537,bore_diameter,50,50.4,49.6,50.066,1/15/2024 1:28,CMM3,QC010,pass
M0004538,PART-041,LOT-04538,width,10,10.1,9.9,10.013,1/6/2024 21:47,CMM3,QC001,pass
M0004539,PART-044,LOT-04539,outer_diameter,100,100.5,99.5,99.932,1/27/2024 15:42,CMM1,QC004,pass
M0004540,PART-049,LOT-04540,outer_diameter,100,100.5,99.5,100.168,1/18/2024 10:07,CMM1,QC014,pass
M0004541,PART-044,LOT-04541,bore_diameter,50,50.4,49.6,49.85,1/12/2024 2:19,CMM1,QC020,pass
M0004542,PART-007,LOT-04542,thickness,5,5.05,4.95,5.019,1/11/2024 14:23,CMM3,QC009,pass
M0004543,PART-016,LOT-04543,parallelism,0,0.1,0,0.005,1/19/2024 10:38,CMM1,QC019,pass
M0004544,PART-036,LOT-04544,flatness,0,0.1,0,0.118,1/16/2024 4:58,CMM3,QC001,fail
M0004545,PART-045,LOT-04545,angle,45,46,44,44.888,1/2/2024 20:46,CMM2,QC006,pass
M0004546,PART-001,LOT-04546,thickness,5,5.05,4.95,5,1/21/2024 12:46,CMM3,QC018,pass
M0004547,PART-020,LOT-04547,bore_diameter,50,50.4,49.6,49.986,1/18/2024 3:26,CMM3,QC016,pass
M0004548,PART-028,LOT-04548,bore_diameter,50,50.4,49.6,50.163,1/2/2024 9:08,CMM3,QC011,pass
M0004549,PART-027,LOT-04549,angle,45,46,44,44.641,1/22/2024 4:06,CMM3,QC013,pass
M0004550,PART-003,LOT-04550,width,10,10.1,9.9,9.975,1/5/2024 12:39,CMM1,QC011,pass
M0004551,PART-015,LOT-04551,parallelism,0,0.1,0,0.035,1/21/2024 19:50,CMM2,QC004,pass
M0004552,PART-036,LOT-04552,outer_diameter,100,100.5,99.5,99.901,1/5/2024 3:59,CMM1,QC012,pass
M0004553,PART-018,LOT-04553,width,10,10.1,9.9,10.03,1/11/2024 12:23,CMM1,QC008,pass
M0004554,PART-040,LOT-04554,outer_diameter,100,100.5,99.5,100.283,1/20/2024 3:28,CMM2,QC015,pass
M0004555,PART-032,LOT-04555,bore_diameter,50,50.4,49.6,49.946,1/10/2024 23:59,CMM2,QC005,pass
M0004556,PART-016,LOT-04556,outer_diameter,100,100.5,99.5,100.114,1/8/2024 6:49,CMM3,QC017,pass
M0004557,PART-001,LOT-04557,flatness,0,0.1,0,-0.038,1/4/2024 7:51,CMM1,QC009,fail
M0004558,PART-008,LOT-04558,width,10,10.1,9.9,10.025,1/16/2024 10:32,CMM3,QC001,pass
M0004559,PART-035,LOT-04559,bore_diameter,50,50.4,49.6,50.027,1/17/2024 17:13,CMM3,QC017,pass
M0004560,PART-025,LOT-04560,length,20,20.2,19.8,20.032,1/10/2024 8:10,CMM3,QC011,pass
M0004561,PART-018,LOT-04561,parallelism,0,0.1,0,-0.022,1/8/2024 23:43,CMM3,QC018,fail
M0004562,PART-014,LOT-04562,bore_diameter,50,50.4,49.6,49.779,1/11/2024 3:04,CMM1,QC015,pass
M0004563,PART-019,LOT-04563,parallelism,0,0.1,0,0.017,1/17/2024 12:56,CMM1,QC002,pass
M0004564,PART-009,LOT-04564,angle,45,46,44,44.312,1/26/2024 8:50,CMM2,QC019,pass
M0004565,PART-009,LOT-04565,thickness,5,5.05,4.95,4.995,1/29/2024 1:55,CMM3,QC002,pass
M0004566,PART-006,LOT-04566,parallelism,0,0.1,0,0.031,1/22/2024 8:27,CMM3,QC003,pass
M0004567,PART-039,LOT-04567,width,10,10.1,9.9,10.006,1/7/2024 8:38,CMM3,QC019,pass
M0004568,PART-030,LOT-04568,angle,45,46,44,45.649,1/25/2024 22:32,CMM2,QC001,pass
M0004569,PART-038,LOT-04569,angle,45,46,44,45.342,1/9/2024 4:20,CMM3,QC004,pass
M0004570,PART-001,LOT-04570,width,10,10.1,9.9,9.978,1/20/2024 21:46,CMM2,QC003,pass
M0004571,PART-008,LOT-04571,parallelism,0,0.1,0,0.001,1/11/2024 11:54,CMM1,QC009,pass
M0004572,PART-050,LOT-04572,angle,45,46,44,44.984,1/19/2024 1:21,CMM1,QC005,pass
M0004573,PART-043,LOT-04573,width,10,10.1,9.9,9.947,1/28/2024 23:01,CMM1,QC001,pass
M0004574,PART-014,LOT-04574,thickness,5,5.05,4.95,4.984,1/18/2024 10:08,CMM2,QC011,pass
M0004575,PART-039,LOT-04575,width,10,10.1,9.9,9.981,1/4/2024 19:29,CMM1,QC011,pass
M0004576,PART-038,LOT-04576,angle,45,46,44,44.321,1/31/2024 4:49,CMM2,QC004,pass
M0004577,PART-022,LOT-04577,length,20,20.2,19.8,20.003,1/20/2024 0:19,CMM3,QC019,pass
M0004578,PART-048,LOT-04578,parallelism,0,0.1,0,-0.008,1/17/2024 21:27,CMM3,QC007,fail
M0004579,PART-038,LOT-04579,length,20,20.2,19.8,19.888,1/29/2024 16:00,CMM3,QC009,pass
M0004580,PART-050,LOT-04580,outer_diameter,100,100.5,99.5,100.067,1/17/2024 18:52,CMM1,QC004,pass
M0004581,PART-025,LOT-04581,outer_diameter,100,100.5,99.5,100.119,1/31/2024 9:56,CMM3,QC008,pass
M0004582,PART-019,LOT-04582,length,20,20.2,19.8,20.015,1/17/2024 23:05,CMM1,QC020,pass
M0004583,PART-016,LOT-04583,flatness,0,0.1,0,-0.011,1/23/2024 4:53,CMM1,QC014,fail
M0004584,PART-023,LOT-04584,outer_diameter,100,100.5,99.5,100.099,1/10/2024 21:52,CMM2,QC019,pass
M0004585,PART-043,LOT-04585,thickness,5,5.05,4.95,5.011,1/23/2024 9:00,CMM3,QC002,pass
M0004586,PART-004,LOT-04586,bore_diameter,50,50.4,49.6,50.041,1/17/2024 2:23,CMM3,QC007,pass
M0004587,PART-002,LOT-04587,width,10,10.1,9.9,9.973,1/27/2024 5:35,CMM1,QC014,pass
M0004588,PART-031,LOT-04588,parallelism,0,0.1,0,0.009,1/26/2024 21:57,CMM2,QC012,pass
M0004589,PART-040,LOT-04589,flatness,0,0.1,0,0.04,1/4/2024 8:23,CMM1,QC008,pass
M0004590,PART-026,LOT-04590,width,10,10.1,9.9,9.98,1/23/2024 13:36,CMM1,QC010,pass
M0004591,PART-041,LOT-04591,width,10,10.1,9.9,10.07,1/23/2024 18:54,CMM1,QC006,pass
M0004592,PART-010,LOT-04592,bore_diameter,50,50.4,49.6,49.93,1/10/2024 16:43,CMM3,QC020,pass
M0004593,PART-010,LOT-04593,bore_diameter,50,50.4,49.6,50.004,1/4/2024 18:13,CMM3,QC019,pass
M0004594,PART-019,LOT-04594,bore_diameter,50,50.4,49.6,49.91,2/1/2024 1:49,CMM2,QC001,pass
M0004595,PART-006,LOT-04595,thickness,5,5.05,4.95,5.004,1/6/2024 11:47,CMM1,QC014,pass
M0004596,PART-003,LOT-04596,width,10,10.1,9.9,9.942,1/3/2024 4:35,CMM2,QC016,pass
M0004597,PART-016,LOT-04597,length,20,20.2,19.8,19.964,1/28/2024 18:22,CMM3,QC016,pass
M0004598,PART-016,LOT-04598,length,20,20.2,19.8,19.927,1/4/2024 14:53,CMM1,QC012,pass
M0004599,PART-043,LOT-04599,outer_diameter,100,100.5,99.5,100.023,1/30/2024 10:09,CMM3,QC015,pass
M0004600,PART-031,LOT-04600,outer_diameter,100,100.5,99.5,100.166,1/26/2024 5:46,CMM1,QC018,pass
M0004601,PART-013,LOT-04601,thickness,5,5.05,4.95,5.011,1/25/2024 11:46,CMM2,QC006,pass
M0004602,PART-022,LOT-04602,flatness,0,0.1,0,-0.079,1/12/2024 5:42,CMM2,QC005,fail
M0004603,PART-050,LOT-04603,length,20,20.2,19.8,20.136,1/14/2024 0:08,CMM1,QC018,pass
M0004604,PART-028,LOT-04604,thickness,5,5.05,4.95,5.005,1/20/2024 6:10,CMM2,QC006,pass
M0004605,PART-015,LOT-04605,bore_diameter,50,50.4,49.6,49.896,1/17/2024 19:49,CMM1,QC020,pass
M0004606,PART-021,LOT-04606,outer_diameter,100,100.5,99.5,100.026,1/17/2024 22:17,CMM1,QC013,pass
M0004607,PART-021,LOT-04607,angle,45,46,44,45.059,1/20/2024 6:30,CMM3,QC008,pass
M0004608,PART-033,LOT-04608,thickness,5,5.05,4.95,4.989,1/15/2024 3:35,CMM3,QC011,pass
M0004609,PART-037,LOT-04609,parallelism,0,0.1,0,0.007,1/14/2024 9:32,CMM1,QC004,pass
M0004610,PART-041,LOT-04610,thickness,5,5.05,4.95,4.99,1/9/2024 6:49,CMM2,QC005,pass
M0004611,PART-037,LOT-04611,angle,45,46,44,44.865,1/20/2024 14:26,CMM1,QC005,pass
M0004612,PART-010,LOT-04612,thickness,5,5.05,4.95,4.989,1/4/2024 1:14,CMM1,QC001,pass
M0004613,PART-027,LOT-04613,outer_diameter,100,100.5,99.5,99.761,1/23/2024 13:36,CMM2,QC014,pass
M0004614,PART-002,LOT-04614,thickness,5,5.05,4.95,5.002,1/29/2024 9:31,CMM1,QC010,pass
M0004615,PART-018,LOT-04615,width,10,10.1,9.9,10.02,1/8/2024 13:15,CMM3,QC001,pass
M0004616,PART-043,LOT-04616,angle,45,46,44,45.172,1/19/2024 12:30,CMM1,QC005,pass
M0004617,PART-019,LOT-04617,parallelism,0,0.1,0,0.027,1/23/2024 11:57,CMM3,QC005,pass
M0004618,PART-045,LOT-04618,flatness,0,0.1,0,0.011,1/2/2024 1:49,CMM3,QC015,pass
M0004619,PART-009,LOT-04619,flatness,0,0.1,0,-0.018,1/19/2024 17:02,CMM2,QC020,fail
M0004620,PART-030,LOT-04620,parallelism,0,0.1,0,0.028,1/3/2024 0:27,CMM2,QC019,pass
M0004621,PART-006,LOT-04621,flatness,0,0.1,0,-0.045,1/15/2024 2:36,CMM1,QC003,fail
M0004622,PART-013,LOT-04622,width,10,10.1,9.9,9.97,1/22/2024 9:44,CMM3,QC014,pass
M0004623,PART-045,LOT-04623,thickness,5,5.05,4.95,4.984,1/14/2024 6:36,CMM2,QC006,pass
M0004624,PART-050,LOT-04624,parallelism,0,0.1,0,0.036,1/21/2024 18:21,CMM1,QC019,pass
M0004625,PART-043,LOT-04625,flatness,0,0.1,0,0.031,1/7/2024 11:35,CMM2,QC004,pass
M0004626,PART-005,LOT-04626,outer_diameter,100,100.5,99.5,100.081,1/8/2024 1:04,CMM2,QC011,pass
M0004627,PART-047,LOT-04627,bore_diameter,50,50.4,49.6,50.143,1/25/2024 11:47,CMM3,QC006,pass
M0004628,PART-017,LOT-04628,length,20,20.2,19.8,20.29,1/26/2024 23:15,CMM1,QC010,fail
M0004629,PART-029,LOT-04629,length,20,20.2,19.8,19.941,1/29/2024 1:25,CMM2,QC019,pass
M0004630,PART-045,LOT-04630,width,10,10.1,9.9,10.012,1/27/2024 11:06,CMM1,QC007,pass
M0004631,PART-006,LOT-04631,outer_diameter,100,100.5,99.5,99.979,1/10/2024 23:55,CMM1,QC004,pass
M0004632,PART-039,LOT-04632,flatness,0,0.1,0,0.028,1/14/2024 4:25,CMM2,QC013,pass
M0004633,PART-024,LOT-04633,parallelism,0,0.1,0,-0.004,1/20/2024 20:59,CMM2,QC019,fail
M0004634,PART-013,LOT-04634,parallelism,0,0.1,0,0.134,1/9/2024 0:00,CMM3,QC019,fail
M0004635,PART-014,LOT-04635,angle,45,46,44,44.872,1/18/2024 7:43,CMM1,QC012,pass
M0004636,PART-019,LOT-04636,parallelism,0,0.1,0,0.018,1/20/2024 0:37,CMM1,QC008,pass
M0004637,PART-046,LOT-04637,bore_diameter,50,50.4,49.6,50.117,1/31/2024 12:32,CMM1,QC011,pass
M0004638,PART-047,LOT-04638,angle,45,46,44,44.777,1/25/2024 13:35,CMM2,QC001,pass
M0004639,PART-004,LOT-04639,length,20,20.2,19.8,19.996,1/14/2024 3:51,CMM1,QC013,pass
M0004640,PART-025,LOT-04640,length,20,20.2,19.8,19.929,1/24/2024 22:55,CMM2,QC017,pass
M0004641,PART-013,LOT-04641,thickness,5,5.05,4.95,4.958,1/26/2024 17:38,CMM3,QC007,pass
M0004642,PART-031,LOT-04642,parallelism,0,0.1,0,0.007,1/15/2024 19:55,CMM2,QC018,pass
M0004643,PART-003,LOT-04643,parallelism,0,0.1,0,0.02,1/29/2024 11:04,CMM3,QC001,pass
M0004644,PART-021,LOT-04644,angle,45,46,44,45.087,1/19/2024 13:37,CMM3,QC003,pass
M0004645,PART-029,LOT-04645,outer_diameter,100,100.5,99.5,99.675,1/27/2024 6:33,CMM3,QC009,pass
M0004646,PART-030,LOT-04646,thickness,5,5.05,4.95,4.994,1/31/2024 0:40,CMM1,QC016,pass
M0004647,PART-042,LOT-04647,thickness,5,5.05,4.95,4.963,1/11/2024 21:02,CMM2,QC006,pass
M0004648,PART-034,LOT-04648,thickness,5,5.05,4.95,5.023,1/19/2024 7:10,CMM2,QC020,pass
M0004649,PART-037,LOT-04649,width,10,10.1,9.9,9.964,1/23/2024 12:23,CMM1,QC010,pass
M0004650,PART-046,LOT-04650,thickness,5,5.05,4.95,5.021,1/25/2024 18:24,CMM3,QC015,pass
M0004651,PART-003,LOT-04651,outer_diameter,100,100.5,99.5,100.158,1/16/2024 23:27,CMM1,QC014,pass
M0004652,PART-013,LOT-04652,outer_diameter,100,100.5,99.5,99.85,1/14/2024 14:09,CMM2,QC015,pass
M0004653,PART-021,LOT-04653,width,10,10.1,9.9,9.962,1/22/2024 4:18,CMM2,QC010,pass
M0004654,PART-016,LOT-04654,flatness,0,0.1,0,0.012,1/13/2024 15:17,CMM3,QC010,pass
M0004655,PART-011,LOT-04655,angle,45,46,44,44.719,1/19/2024 20:41,CMM1,QC008,pass
M0004656,PART-045,LOT-04656,outer_diameter,100,100.5,99.5,100.017,1/24/2024 7:26,CMM1,QC011,pass
M0004657,PART-035,LOT-04657,flatness,0,0.1,0,-0.016,1/13/2024 22:22,CMM1,QC007,fail
M0004658,PART-014,LOT-04658,angle,45,46,44,44.406,1/2/2024 20:41,CMM2,QC011,pass
M0004659,PART-022,LOT-04659,parallelism,0,0.1,0,-0.074,1/11/2024 23:22,CMM1,QC015,fail
M0004660,PART-028,LOT-04660,bore_diameter,50,50.4,49.6,50.03,1/29/2024 3:11,CMM3,QC002,pass
M0004661,PART-024,LOT-04661,thickness,5,5.05,4.95,4.991,1/4/2024 17:52,CMM2,QC007,pass
M0004662,PART-020,LOT-04662,bore_diameter,50,50.4,49.6,49.926,1/20/2024 13:49,CMM2,QC007,pass
M0004663,PART-013,LOT-04663,outer_diameter,100,100.5,99.5,100.116,1/2/2024 0:21,CMM1,QC005,pass
M0004664,PART-001,LOT-04664,parallelism,0,0.1,0,0.039,1/30/2024 23:51,CMM3,QC006,pass
M0004665,PART-031,LOT-04665,outer_diameter,100,100.5,99.5,99.955,1/24/2024 2:57,CMM3,QC018,pass
M0004666,PART-049,LOT-04666,angle,45,46,44,44.886,1/25/2024 15:30,CMM1,QC009,pass
M0004667,PART-031,LOT-04667,bore_diameter,50,50.4,49.6,50.067,1/31/2024 13:40,CMM3,QC006,pass
M0004668,PART-004,LOT-04668,angle,45,46,44,44.548,1/1/2024 15:24,CMM2,QC016,pass
M0004669,PART-010,LOT-04669,thickness,5,5.05,4.95,5.004,1/14/2024 14:22,CMM2,QC011,pass
M0004670,PART-014,LOT-04670,length,20,20.2,19.8,20.037,1/4/2024 9:36,CMM2,QC005,pass
M0004671,PART-031,LOT-04671,thickness,5,5.05,4.95,5.011,1/6/2024 1:36,CMM1,QC017,pass
M0004672,PART-044,LOT-04672,length,20,20.2,19.8,19.871,1/27/2024 10:06,CMM1,QC005,pass
M0004673,PART-040,LOT-04673,bore_diameter,50,50.4,49.6,49.898,1/20/2024 18:35,CMM2,QC010,pass
M0004674,PART-003,LOT-04674,flatness,0,0.1,0,0.124,1/30/2024 12:17,CMM1,QC004,fail
M0004675,PART-050,LOT-04675,thickness,5,5.05,4.95,4.985,1/14/2024 4:33,CMM1,QC020,pass
M0004676,PART-011,LOT-04676,flatness,0,0.1,0,0.003,1/14/2024 9:31,CMM2,QC006,pass
M0004677,PART-050,LOT-04677,angle,45,46,44,43.504,1/22/2024 4:14,CMM3,QC019,fail
M0004678,PART-006,LOT-04678,angle,45,46,44,45.16,1/28/2024 23:55,CMM1,QC006,pass
M0004679,PART-030,LOT-04679,bore_diameter,50,50.4,49.6,50.2,1/1/2024 23:12,CMM2,QC012,pass
M0004680,PART-004,LOT-04680,bore_diameter,50,50.4,49.6,49.934,1/7/2024 16:32,CMM2,QC004,pass
M0004681,PART-022,LOT-04681,angle,45,46,44,44.834,1/4/2024 1:34,CMM2,QC009,pass
M0004682,PART-010,LOT-04682,angle,45,46,44,45.383,1/21/2024 2:43,CMM2,QC019,pass
